Hourly measurement data supplied by UK-air on 27/02/2024,,,,,,,,,
All Data GMT hour ending,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,
Site Name,,Chilbolton Observatory,,London Honor Oak Park,,London Marylebone Road,,London N. Kensington,
Latitude,,51.149617,,51.449674,,51.52253,,51.52105,
Longitude,,-1.438228,,-0.037418,,-0.154611,,-0.213492,
Site Type,,Rural Background,,Urban Background,,Urban Traffic,,Urban Background,
Zone,,South East,,Greater London,,Greater London,,Greater London,
Agglomeration,,#N/A,,Greater London Urban Area,,Greater London Urban Area,,Greater London Urban Area,
Local Authority,,Test Valley,,Lewisham,,Westminster,,Kensington,
Date,Time,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status
6/7/2019,20:00:00,No data,V particles cm-3,16444,V particles cm-3,36373,V particles cm-3,,
6/7/2019,21:00:00,No data,V particles cm-3,27750,V particles cm-3,24829,V particles cm-3,,
6/7/2019,22:00:00,No data,V particles cm-3,22207,V particles cm-3,20533,V particles cm-3,,
6/7/2019,23:00:00,No data,V particles cm-3,25354,V particles cm-3,28167,V particles cm-3,,
6/7/2019,24:00:00,No data,V particles cm-3,22067,V particles cm-3,39968,V particles cm-3,,
6/8/2019,1:00:00,No data,V particles cm-3,8164,V particles cm-3,35341,V particles cm-3,,
6/8/2019,2:00:00,No data,V particles cm-3,5514,V particles cm-3,23919,V particles cm-3,,
6/8/2019,3:00:00,No data,V particles cm-3,3493,V particles cm-3,30939,V particles cm-3,,
6/8/2019,4:00:00,No data,V particles cm-3,3146,V particles cm-3,19681,V particles cm-3,,
6/8/2019,5:00:00,No data,V particles cm-3,3874,V particles cm-3,41151,V particles cm-3,,
6/8/2019,6:00:00,No data,V particles cm-3,3971,V particles cm-3,47914,V particles cm-3,,
6/8/2019,7:00:00,No data,V particles cm-3,5417,V particles cm-3,40496,V particles cm-3,,
6/8/2019,8:00:00,No data,V particles cm-3,5109,V particles cm-3,39593,V particles cm-3,,
6/8/2019,9:00:00,No data,V particles cm-3,5551,V particles cm-3,38160,V particles cm-3,,
6/8/2019,10:00:00,No data,V particles cm-3,5678,V particles cm-3,45471,V particles cm-3,,
6/8/2019,11:00:00,No data,V particles cm-3,5934,V particles cm-3,40614,V particles cm-3,,
6/8/2019,12:00:00,No data,V particles cm-3,8028,V particles cm-3,46656,V particles cm-3,,
6/8/2019,13:00:00,No data,V particles cm-3,9731,V particles cm-3,44068,V particles cm-3,,
6/8/2019,14:00:00,No data,V particles cm-3,14246,V particles cm-3,50598,V particles cm-3,,
6/8/2019,15:00:00,No data,V particles cm-3,17276,V particles cm-3,49202,V particles cm-3,,
6/8/2019,16:00:00,No data,V particles cm-3,16562,V particles cm-3,46039,V particles cm-3,,
6/8/2019,17:00:00,No data,V particles cm-3,15403,V particles cm-3,44595,V particles cm-3,,
6/8/2019,18:00:00,No data,V particles cm-3,15005,V particles cm-3,40953,V particles cm-3,,
6/8/2019,19:00:00,No data,V particles cm-3,16354,V particles cm-3,41694,V particles cm-3,,
6/8/2019,20:00:00,No data,V particles cm-3,13471,V particles cm-3,43717,V particles cm-3,,
6/8/2019,21:00:00,No data,V particles cm-3,16530,V particles cm-3,46342,V particles cm-3,,
6/8/2019,22:00:00,No data,V particles cm-3,13135,V particles cm-3,38451,V particles cm-3,,
6/8/2019,23:00:00,No data,V particles cm-3,15896,V particles cm-3,41265,V particles cm-3,,
6/8/2019,24:00:00,No data,V particles cm-3,16312,V particles cm-3,52626,V particles cm-3,,
6/9/2019,1:00:00,No data,V particles cm-3,15414,V particles cm-3,39074,V particles cm-3,,
6/9/2019,2:00:00,No data,V particles cm-3,10574,V particles cm-3,28468,V particles cm-3,,
6/9/2019,3:00:00,No data,V particles cm-3,8716,V particles cm-3,30928,V particles cm-3,,
6/9/2019,4:00:00,No data,V particles cm-3,7468,V particles cm-3,30033,V particles cm-3,,
6/9/2019,5:00:00,No data,V particles cm-3,8632,V particles cm-3,52453,V particles cm-3,,
6/9/2019,6:00:00,No data,V particles cm-3,8689,V particles cm-3,35025,V particles cm-3,,
6/9/2019,7:00:00,No data,V particles cm-3,6899,V particles cm-3,41932,V particles cm-3,,
6/9/2019,8:00:00,No data,V particles cm-3,8522,V particles cm-3,40514,V particles cm-3,,
6/9/2019,9:00:00,No data,V particles cm-3,10999,V particles cm-3,40503,V particles cm-3,,
6/9/2019,10:00:00,No data,V particles cm-3,26210,V particles cm-3,44835,V particles cm-3,,
6/9/2019,11:00:00,No data,V particles cm-3,22366,V particles cm-3,47984,V particles cm-3,,
6/9/2019,12:00:00,No data,V particles cm-3,17270,V particles cm-3,48392,V particles cm-3,,
6/9/2019,13:00:00,No data,V particles cm-3,15518,V particles cm-3,41336,V particles cm-3,,
6/9/2019,14:00:00,No data,V particles cm-3,11901,V particles cm-3,36573,V particles cm-3,,
6/9/2019,15:00:00,No data,V particles cm-3,9089,V particles cm-3,40613,V particles cm-3,,
6/9/2019,16:00:00,No data,V particles cm-3,12109,V particles cm-3,33370,V particles cm-3,,
6/9/2019,17:00:00,No data,V particles cm-3,11944,V particles cm-3,23740,V particles cm-3,,
6/9/2019,18:00:00,No data,V particles cm-3,14140,V particles cm-3,47753,V particles cm-3,,
6/9/2019,19:00:00,No data,V particles cm-3,17405,V particles cm-3,45273,V particles cm-3,,
6/9/2019,20:00:00,No data,V particles cm-3,15442,V particles cm-3,47679,V particles cm-3,,
6/9/2019,21:00:00,No data,V particles cm-3,22420,V particles cm-3,42462,V particles cm-3,,
6/9/2019,22:00:00,No data,V particles cm-3,41255,V particles cm-3,34433,V particles cm-3,,
6/9/2019,23:00:00,No data,V particles cm-3,26501,V particles cm-3,24924,V particles cm-3,,
6/9/2019,24:00:00,No data,V particles cm-3,28408,V particles cm-3,26287,V particles cm-3,,
6/10/2019,1:00:00,No data,V particles cm-3,15440,V particles cm-3,18614,V particles cm-3,,
6/10/2019,2:00:00,No data,V particles cm-3,15239,V particles cm-3,13690,V particles cm-3,,
6/10/2019,3:00:00,No data,V particles cm-3,13114,V particles cm-3,20996,V particles cm-3,,
6/10/2019,4:00:00,No data,V particles cm-3,11539,V particles cm-3,33331,V particles cm-3,,
6/10/2019,5:00:00,No data,V particles cm-3,10910,V particles cm-3,21968,V particles cm-3,,
6/10/2019,6:00:00,No data,V particles cm-3,10507,V particles cm-3,22592,V particles cm-3,,
6/10/2019,7:00:00,No data,V particles cm-3,12035,V particles cm-3,20810,V particles cm-3,,
6/10/2019,8:00:00,No data,V particles cm-3,12390,V particles cm-3,18694,V particles cm-3,,
6/10/2019,9:00:00,No data,V particles cm-3,10567,V particles cm-3,16356,V particles cm-3,,
6/10/2019,10:00:00,No data,V particles cm-3,11749,V particles cm-3,13611,V particles cm-3,,
6/10/2019,11:00:00,No data,V particles cm-3,11850,V particles cm-3,12160,V particles cm-3,,
6/10/2019,12:00:00,No data,V particles cm-3,8906,V particles cm-3,13726,V particles cm-3,,
6/10/2019,13:00:00,No data,V particles cm-3,8418,V particles cm-3,14295,V particles cm-3,,
6/10/2019,14:00:00,No data,V particles cm-3,8058,V particles cm-3,13730,V particles cm-3,,
6/10/2019,15:00:00,No data,V particles cm-3,8173,V particles cm-3,13593,V particles cm-3,,
6/10/2019,16:00:00,No data,V particles cm-3,8105,V particles cm-3,16732,V particles cm-3,,
6/10/2019,17:00:00,No data,V particles cm-3,7696,V particles cm-3,18386,V particles cm-3,,
6/10/2019,18:00:00,No data,V particles cm-3,9198,V particles cm-3,13350,V particles cm-3,,
6/10/2019,19:00:00,No data,V particles cm-3,10616,V particles cm-3,12386,V particles cm-3,,
6/10/2019,20:00:00,No data,V particles cm-3,12834,V particles cm-3,No data,V particles cm-3,,
6/10/2019,21:00:00,No data,V particles cm-3,11169,V particles cm-3,No data,V particles cm-3,,
6/10/2019,22:00:00,No data,V particles cm-3,7838,V particles cm-3,No data,V particles cm-3,,
6/10/2019,23:00:00,No data,V particles cm-3,6880,V particles cm-3,No data,V particles cm-3,,
6/10/2019,24:00:00,No data,V particles cm-3,6336,V particles cm-3,No data,V particles cm-3,,
6/11/2019,1:00:00,No data,V particles cm-3,5496,V particles cm-3,No data,V particles cm-3,,
6/11/2019,2:00:00,No data,V particles cm-3,5908,V particles cm-3,No data,V particles cm-3,,
6/11/2019,3:00:00,No data,V particles cm-3,5515,V particles cm-3,No data,V particles cm-3,,
6/11/2019,4:00:00,No data,V particles cm-3,3071,V particles cm-3,No data,V particles cm-3,,
6/11/2019,5:00:00,No data,V particles cm-3,3876,V particles cm-3,No data,V particles cm-3,,
6/11/2019,6:00:00,No data,V particles cm-3,3466,V particles cm-3,No data,V particles cm-3,,
6/11/2019,7:00:00,No data,V particles cm-3,4160,V particles cm-3,No data,V particles cm-3,,
6/11/2019,8:00:00,No data,V particles cm-3,4123,V particles cm-3,No data,V particles cm-3,,
6/11/2019,9:00:00,No data,V particles cm-3,7699,V particles cm-3,No data,V particles cm-3,,
6/11/2019,10:00:00,No data,V particles cm-3,6839,V particles cm-3,No data,V particles cm-3,,
6/11/2019,11:00:00,No data,V particles cm-3,6737,V particles cm-3,No data,V particles cm-3,,
6/11/2019,12:00:00,No data,V particles cm-3,7809,V particles cm-3,No data,V particles cm-3,,
6/11/2019,13:00:00,No data,V particles cm-3,7153,V particles cm-3,No data,V particles cm-3,,
6/11/2019,14:00:00,No data,V particles cm-3,8682,V particles cm-3,No data,V particles cm-3,,
6/11/2019,15:00:00,No data,V particles cm-3,10500,V particles cm-3,11992,V particles cm-3,,
6/11/2019,16:00:00,No data,V particles cm-3,8842,V particles cm-3,8130,V particles cm-3,,
6/11/2019,17:00:00,No data,V particles cm-3,6223,V particles cm-3,13066,V particles cm-3,,
6/11/2019,18:00:00,No data,V particles cm-3,5946,V particles cm-3,9469,V particles cm-3,,
6/11/2019,19:00:00,No data,V particles cm-3,6644,V particles cm-3,8545,V particles cm-3,,
6/11/2019,20:00:00,No data,V particles cm-3,6200,V particles cm-3,9858,V particles cm-3,,
6/11/2019,21:00:00,No data,V particles cm-3,6685,V particles cm-3,11358,V particles cm-3,,
6/11/2019,22:00:00,No data,V particles cm-3,6318,V particles cm-3,7432,V particles cm-3,,
6/11/2019,23:00:00,No data,V particles cm-3,4516,V particles cm-3,8176,V particles cm-3,,
6/11/2019,24:00:00,No data,V particles cm-3,4389,V particles cm-3,8764,V particles cm-3,,
6/12/2019,1:00:00,No data,V particles cm-3,3661,V particles cm-3,6076,V particles cm-3,,
6/12/2019,2:00:00,No data,V particles cm-3,3866,V particles cm-3,3823,V particles cm-3,,
6/12/2019,3:00:00,No data,V particles cm-3,1590,V particles cm-3,6075,V particles cm-3,,
6/12/2019,4:00:00,No data,V particles cm-3,1884,V particles cm-3,5407,V particles cm-3,,
6/12/2019,5:00:00,No data,V particles cm-3,4106,V particles cm-3,12242,V particles cm-3,,
6/12/2019,6:00:00,No data,V particles cm-3,5910,V particles cm-3,15749,V particles cm-3,,
6/12/2019,7:00:00,No data,V particles cm-3,4891,V particles cm-3,15618,V particles cm-3,,
6/12/2019,8:00:00,No data,V particles cm-3,9715,V particles cm-3,14755,V particles cm-3,,
6/12/2019,9:00:00,No data,V particles cm-3,7236,V particles cm-3,14564,V particles cm-3,,
6/12/2019,10:00:00,No data,V particles cm-3,8641,V particles cm-3,15208,V particles cm-3,,
6/12/2019,11:00:00,No data,V particles cm-3,11689,V particles cm-3,15236,V particles cm-3,,
6/12/2019,12:00:00,No data,V particles cm-3,10970,V particles cm-3,15775,V particles cm-3,,
6/12/2019,13:00:00,No data,V particles cm-3,10792,V particles cm-3,No data,V particles cm-3,,
6/12/2019,14:00:00,No data,V particles cm-3,11545,V particles cm-3,No data,V particles cm-3,,
6/12/2019,15:00:00,No data,V particles cm-3,12179,V particles cm-3,No data,V particles cm-3,,
6/12/2019,16:00:00,No data,V particles cm-3,12187,V particles cm-3,No data,V particles cm-3,,
6/12/2019,17:00:00,No data,V particles cm-3,7006,V particles cm-3,21744,V particles cm-3,,
6/12/2019,18:00:00,No data,V particles cm-3,10880,V particles cm-3,21873,V particles cm-3,,
6/12/2019,19:00:00,No data,V particles cm-3,9518,V particles cm-3,42756,V particles cm-3,,
6/12/2019,20:00:00,No data,V particles cm-3,15637,V particles cm-3,62277,V particles cm-3,,
6/12/2019,21:00:00,No data,V particles cm-3,14480,V particles cm-3,63772,V particles cm-3,,
6/12/2019,22:00:00,No data,V particles cm-3,17903,V particles cm-3,47212,V particles cm-3,,
6/12/2019,23:00:00,No data,V particles cm-3,14120,V particles cm-3,33081,V particles cm-3,,
6/12/2019,24:00:00,No data,V particles cm-3,13802,V particles cm-3,32833,V particles cm-3,,
6/13/2019,1:00:00,No data,V particles cm-3,8188,V particles cm-3,22118,V particles cm-3,,
6/13/2019,2:00:00,No data,V particles cm-3,5601,V particles cm-3,21023,V particles cm-3,,
6/13/2019,3:00:00,No data,V particles cm-3,5437,V particles cm-3,17625,V particles cm-3,,
6/13/2019,4:00:00,No data,V particles cm-3,5058,V particles cm-3,31597,V particles cm-3,,
6/13/2019,5:00:00,No data,V particles cm-3,5607,V particles cm-3,53805,V particles cm-3,,
6/13/2019,6:00:00,No data,V particles cm-3,6517,V particles cm-3,46342,V particles cm-3,,
6/13/2019,7:00:00,No data,V particles cm-3,6105,V particles cm-3,45341,V particles cm-3,,
6/13/2019,8:00:00,No data,V particles cm-3,5472,V particles cm-3,45019,V particles cm-3,,
6/13/2019,9:00:00,No data,V particles cm-3,5314,V particles cm-3,42052,V particles cm-3,,
6/13/2019,10:00:00,No data,V particles cm-3,7445,V particles cm-3,39376,V particles cm-3,,
6/13/2019,11:00:00,No data,V particles cm-3,8198,V particles cm-3,40240,V particles cm-3,,
6/13/2019,12:00:00,No data,V particles cm-3,7256,V particles cm-3,42489,V particles cm-3,,
6/13/2019,13:00:00,No data,V particles cm-3,7771,V particles cm-3,39963,V particles cm-3,,
6/13/2019,14:00:00,No data,V particles cm-3,5387,V particles cm-3,45694,V particles cm-3,,
6/13/2019,15:00:00,No data,V particles cm-3,5277,V particles cm-3,37217,V particles cm-3,,
6/13/2019,16:00:00,No data,V particles cm-3,5063,V particles cm-3,35781,V particles cm-3,,
6/13/2019,17:00:00,No data,V particles cm-3,5249,V particles cm-3,46706,V particles cm-3,,
6/13/2019,18:00:00,No data,V particles cm-3,5451,V particles cm-3,42549,V particles cm-3,,
6/13/2019,19:00:00,No data,V particles cm-3,5871,V particles cm-3,41756,V particles cm-3,,
6/13/2019,20:00:00,No data,V particles cm-3,6007,V particles cm-3,41746,V particles cm-3,,
6/13/2019,21:00:00,No data,V particles cm-3,7578,V particles cm-3,37814,V particles cm-3,,
6/13/2019,22:00:00,No data,V particles cm-3,7059,V particles cm-3,42548,V particles cm-3,,
6/13/2019,23:00:00,No data,V particles cm-3,7547,V particles cm-3,40596,V particles cm-3,,
6/13/2019,24:00:00,No data,V particles cm-3,4999,V particles cm-3,40357,V particles cm-3,,
6/14/2019,1:00:00,No data,V particles cm-3,4862,V particles cm-3,28429,V particles cm-3,,
6/14/2019,2:00:00,No data,V particles cm-3,5235,V particles cm-3,20191,V particles cm-3,,
6/14/2019,3:00:00,No data,V particles cm-3,4376,V particles cm-3,21254,V particles cm-3,,
6/14/2019,4:00:00,No data,V particles cm-3,3914,V particles cm-3,27608,V particles cm-3,,
6/14/2019,5:00:00,No data,V particles cm-3,4090,V particles cm-3,50575,V particles cm-3,,
6/14/2019,6:00:00,No data,V particles cm-3,4691,V particles cm-3,44043,V particles cm-3,,
6/14/2019,7:00:00,No data,V particles cm-3,7662,V particles cm-3,41811,V particles cm-3,,
6/14/2019,8:00:00,No data,V particles cm-3,10846,V particles cm-3,44928,V particles cm-3,,
6/14/2019,9:00:00,No data,V particles cm-3,5072,V particles cm-3,40693,V particles cm-3,,
6/14/2019,10:00:00,No data,V particles cm-3,5309,V particles cm-3,35755,V particles cm-3,,
6/14/2019,11:00:00,No data,V particles cm-3,7671,V particles cm-3,38269,V particles cm-3,,
6/14/2019,12:00:00,No data,V particles cm-3,7215,V particles cm-3,37492,V particles cm-3,,
6/14/2019,13:00:00,No data,V particles cm-3,9847,V particles cm-3,34937,V particles cm-3,,
6/14/2019,14:00:00,No data,V particles cm-3,8358,V particles cm-3,37514,V particles cm-3,,
6/14/2019,15:00:00,No data,V particles cm-3,7127,V particles cm-3,42173,V particles cm-3,,
6/14/2019,16:00:00,No data,V particles cm-3,7902,V particles cm-3,38543,V particles cm-3,,
6/14/2019,17:00:00,No data,V particles cm-3,6799,V particles cm-3,35613,V particles cm-3,,
6/14/2019,18:00:00,No data,V particles cm-3,7254,V particles cm-3,42277,V particles cm-3,,
6/14/2019,19:00:00,No data,V particles cm-3,7471,V particles cm-3,45165,V particles cm-3,,
6/14/2019,20:00:00,No data,V particles cm-3,8320,V particles cm-3,40366,V particles cm-3,,
6/14/2019,21:00:00,No data,V particles cm-3,13274,V particles cm-3,48649,V particles cm-3,,
6/14/2019,22:00:00,No data,V particles cm-3,19020,V particles cm-3,58890,V particles cm-3,,
6/14/2019,23:00:00,No data,V particles cm-3,16301,V particles cm-3,45795,V particles cm-3,,
6/14/2019,24:00:00,No data,V particles cm-3,13706,V particles cm-3,49689,V particles cm-3,,
6/15/2019,1:00:00,No data,V particles cm-3,13179,V particles cm-3,33674,V particles cm-3,,
6/15/2019,2:00:00,No data,V particles cm-3,10869,V particles cm-3,29262,V particles cm-3,,
6/15/2019,3:00:00,No data,V particles cm-3,8903,V particles cm-3,26498,V particles cm-3,,
6/15/2019,4:00:00,No data,V particles cm-3,8152,V particles cm-3,28422,V particles cm-3,,
6/15/2019,5:00:00,No data,V particles cm-3,7336,V particles cm-3,36763,V particles cm-3,,
6/15/2019,6:00:00,No data,V particles cm-3,7537,V particles cm-3,42223,V particles cm-3,,
6/15/2019,7:00:00,No data,V particles cm-3,5378,V particles cm-3,37794,V particles cm-3,,
6/15/2019,8:00:00,No data,V particles cm-3,8188,V particles cm-3,33047,V particles cm-3,,
6/15/2019,9:00:00,No data,V particles cm-3,9347,V particles cm-3,35811,V particles cm-3,,
6/15/2019,10:00:00,No data,V particles cm-3,7955,V particles cm-3,33311,V particles cm-3,,
6/15/2019,11:00:00,No data,V particles cm-3,7620,V particles cm-3,34272,V particles cm-3,,
6/15/2019,12:00:00,No data,V particles cm-3,10044,V particles cm-3,31981,V particles cm-3,,
6/15/2019,13:00:00,No data,V particles cm-3,11895,V particles cm-3,34418,V particles cm-3,,
6/15/2019,14:00:00,No data,V particles cm-3,10217,V particles cm-3,34179,V particles cm-3,,
6/15/2019,15:00:00,No data,V particles cm-3,11453,V particles cm-3,31403,V particles cm-3,,
6/15/2019,16:00:00,No data,V particles cm-3,9646,V particles cm-3,34862,V particles cm-3,,
6/15/2019,17:00:00,No data,V particles cm-3,12148,V particles cm-3,33369,V particles cm-3,,
6/15/2019,18:00:00,No data,V particles cm-3,11267,V particles cm-3,34305,V particles cm-3,,
6/15/2019,19:00:00,No data,V particles cm-3,13202,V particles cm-3,35887,V particles cm-3,,
6/15/2019,20:00:00,No data,V particles cm-3,10918,V particles cm-3,36198,V particles cm-3,,
6/15/2019,21:00:00,No data,V particles cm-3,11972,V particles cm-3,37278,V particles cm-3,,
6/15/2019,22:00:00,No data,V particles cm-3,11514,V particles cm-3,40486,V particles cm-3,,
6/15/2019,23:00:00,No data,V particles cm-3,8913,V particles cm-3,39812,V particles cm-3,,
6/15/2019,24:00:00,No data,V particles cm-3,9177,V particles cm-3,37668,V particles cm-3,,
6/16/2019,1:00:00,No data,V particles cm-3,8582,V particles cm-3,32863,V particles cm-3,,
6/16/2019,2:00:00,No data,V particles cm-3,7156,V particles cm-3,23094,V particles cm-3,,
6/16/2019,3:00:00,No data,V particles cm-3,7217,V particles cm-3,23678,V particles cm-3,,
6/16/2019,4:00:00,No data,V particles cm-3,7037,V particles cm-3,22498,V particles cm-3,,
6/16/2019,5:00:00,No data,V particles cm-3,7454,V particles cm-3,27896,V particles cm-3,,
6/16/2019,6:00:00,No data,V particles cm-3,5552,V particles cm-3,29234,V particles cm-3,,
6/16/2019,7:00:00,No data,V particles cm-3,5433,V particles cm-3,28074,V particles cm-3,,
6/16/2019,8:00:00,No data,V particles cm-3,9137,V particles cm-3,33065,V particles cm-3,,
6/16/2019,9:00:00,No data,V particles cm-3,10103,V particles cm-3,34451,V particles cm-3,,
6/16/2019,10:00:00,No data,V particles cm-3,6823,V particles cm-3,28237,V particles cm-3,,
6/16/2019,11:00:00,No data,V particles cm-3,5307,V particles cm-3,27891,V particles cm-3,,
6/16/2019,12:00:00,No data,V particles cm-3,6274,V particles cm-3,36398,V particles cm-3,,
6/16/2019,13:00:00,No data,V particles cm-3,12120,V particles cm-3,31024,V particles cm-3,,
6/16/2019,14:00:00,No data,V particles cm-3,7112,V particles cm-3,30004,V particles cm-3,,
6/16/2019,15:00:00,No data,V particles cm-3,6537,V particles cm-3,26579,V particles cm-3,,
6/16/2019,16:00:00,No data,V particles cm-3,6891,V particles cm-3,27595,V particles cm-3,,
6/16/2019,17:00:00,No data,V particles cm-3,8664,V particles cm-3,30466,V particles cm-3,,
6/16/2019,18:00:00,No data,V particles cm-3,8594,V particles cm-3,31674,V particles cm-3,,
6/16/2019,19:00:00,No data,V particles cm-3,6633,V particles cm-3,32805,V particles cm-3,,
6/16/2019,20:00:00,No data,V particles cm-3,5955,V particles cm-3,23769,V particles cm-3,,
6/16/2019,21:00:00,No data,V particles cm-3,6511,V particles cm-3,28743,V particles cm-3,,
6/16/2019,22:00:00,No data,V particles cm-3,8433,V particles cm-3,27138,V particles cm-3,,
6/16/2019,23:00:00,No data,V particles cm-3,10595,V particles cm-3,26679,V particles cm-3,,
6/16/2019,24:00:00,No data,V particles cm-3,8691,V particles cm-3,30036,V particles cm-3,,
6/17/2019,1:00:00,No data,V particles cm-3,10045,V particles cm-3,19571,V particles cm-3,,
6/17/2019,2:00:00,No data,V particles cm-3,10280,V particles cm-3,18296,V particles cm-3,,
6/17/2019,3:00:00,No data,V particles cm-3,8299,V particles cm-3,15875,V particles cm-3,,
6/17/2019,4:00:00,No data,V particles cm-3,6751,V particles cm-3,26892,V particles cm-3,,
6/17/2019,5:00:00,No data,V particles cm-3,6697,V particles cm-3,40885,V particles cm-3,,
6/17/2019,6:00:00,No data,V particles cm-3,6818,V particles cm-3,38112,V particles cm-3,,
6/17/2019,7:00:00,No data,V particles cm-3,8513,V particles cm-3,43736,V particles cm-3,,
6/17/2019,8:00:00,No data,V particles cm-3,7003,V particles cm-3,40603,V particles cm-3,,
6/17/2019,9:00:00,No data,V particles cm-3,5641,V particles cm-3,36414,V particles cm-3,,
6/17/2019,10:00:00,No data,V particles cm-3,4919,V particles cm-3,35706,V particles cm-3,,
6/17/2019,11:00:00,No data,V particles cm-3,7576,V particles cm-3,33943,V particles cm-3,,
6/17/2019,12:00:00,No data,V particles cm-3,7695,V particles cm-3,42869,V particles cm-3,,
6/17/2019,13:00:00,No data,V particles cm-3,8764,V particles cm-3,36162,V particles cm-3,,
6/17/2019,14:00:00,No data,V particles cm-3,11837,V particles cm-3,42604,V particles cm-3,,
6/17/2019,15:00:00,No data,V particles cm-3,16560,V particles cm-3,41460,V particles cm-3,,
6/17/2019,16:00:00,No data,V particles cm-3,12646,V particles cm-3,43100,V particles cm-3,,
6/17/2019,17:00:00,No data,V particles cm-3,12942,V particles cm-3,42742,V particles cm-3,,
6/17/2019,18:00:00,No data,V particles cm-3,12784,V particles cm-3,47390,V particles cm-3,,
6/17/2019,19:00:00,No data,V particles cm-3,14060,V particles cm-3,42074,V particles cm-3,,
6/17/2019,20:00:00,No data,V particles cm-3,11630,V particles cm-3,34588,V particles cm-3,,
6/17/2019,21:00:00,No data,V particles cm-3,10558,V particles cm-3,41371,V particles cm-3,,
6/17/2019,22:00:00,No data,V particles cm-3,11639,V particles cm-3,47188,V particles cm-3,,
6/17/2019,23:00:00,No data,V particles cm-3,14238,V particles cm-3,39695,V particles cm-3,,
6/17/2019,24:00:00,No data,V particles cm-3,9124,V particles cm-3,36201,V particles cm-3,,
6/18/2019,1:00:00,No data,V particles cm-3,7371,V particles cm-3,36906,V particles cm-3,,
6/18/2019,2:00:00,No data,V particles cm-3,8314,V particles cm-3,29314,V particles cm-3,,
6/18/2019,3:00:00,No data,V particles cm-3,8157,V particles cm-3,21525,V particles cm-3,,
6/18/2019,4:00:00,No data,V particles cm-3,9049,V particles cm-3,33355,V particles cm-3,,
6/18/2019,5:00:00,No data,V particles cm-3,7913,V particles cm-3,43279,V particles cm-3,,
6/18/2019,6:00:00,No data,V particles cm-3,8744,V particles cm-3,40825,V particles cm-3,,
6/18/2019,7:00:00,No data,V particles cm-3,7654,V particles cm-3,38024,V particles cm-3,,
6/18/2019,8:00:00,No data,V particles cm-3,6901,V particles cm-3,43616,V particles cm-3,,
6/18/2019,9:00:00,No data,V particles cm-3,6214,V particles cm-3,44891,V particles cm-3,,
6/18/2019,10:00:00,No data,V particles cm-3,6853,V particles cm-3,44890,V particles cm-3,,
6/18/2019,11:00:00,No data,V particles cm-3,11443,V particles cm-3,42139,V particles cm-3,,
6/18/2019,12:00:00,No data,V particles cm-3,16519,V particles cm-3,34836,V particles cm-3,,
6/18/2019,13:00:00,No data,V particles cm-3,15282,V particles cm-3,38598,V particles cm-3,,
6/18/2019,14:00:00,No data,V particles cm-3,16212,V particles cm-3,34863,V particles cm-3,,
6/18/2019,15:00:00,No data,V particles cm-3,11863,V particles cm-3,27897,V particles cm-3,,
6/18/2019,16:00:00,No data,V particles cm-3,14121,V particles cm-3,28613,V particles cm-3,,
6/18/2019,17:00:00,No data,V particles cm-3,19822,V particles cm-3,31171,V particles cm-3,,
6/18/2019,18:00:00,No data,V particles cm-3,21231,V particles cm-3,23732,V particles cm-3,,
6/18/2019,19:00:00,No data,V particles cm-3,19453,V particles cm-3,24663,V particles cm-3,,
6/18/2019,20:00:00,No data,V particles cm-3,17687,V particles cm-3,23426,V particles cm-3,,
6/18/2019,21:00:00,No data,V particles cm-3,22734,V particles cm-3,22156,V particles cm-3,,
6/18/2019,22:00:00,No data,V particles cm-3,17978,V particles cm-3,26778,V particles cm-3,,
6/18/2019,23:00:00,No data,V particles cm-3,16071,V particles cm-3,23012,V particles cm-3,,
6/18/2019,24:00:00,No data,V particles cm-3,10375,V particles cm-3,29219,V particles cm-3,,
6/19/2019,1:00:00,No data,V particles cm-3,12371,V particles cm-3,16611,V particles cm-3,,
6/19/2019,2:00:00,No data,V particles cm-3,13657,V particles cm-3,12853,V particles cm-3,,
6/19/2019,3:00:00,No data,V particles cm-3,10235,V particles cm-3,10616,V particles cm-3,,
6/19/2019,4:00:00,No data,V particles cm-3,7820,V particles cm-3,12836,V particles cm-3,,
6/19/2019,5:00:00,No data,V particles cm-3,8403,V particles cm-3,18854,V particles cm-3,,
6/19/2019,6:00:00,No data,V particles cm-3,8828,V particles cm-3,20577,V particles cm-3,,
6/19/2019,7:00:00,No data,V particles cm-3,9091,V particles cm-3,17004,V particles cm-3,,
6/19/2019,8:00:00,No data,V particles cm-3,7526,V particles cm-3,22893,V particles cm-3,,
6/19/2019,9:00:00,No data,V particles cm-3,10697,V particles cm-3,15294,V particles cm-3,,
6/19/2019,10:00:00,No data,V particles cm-3,11486,V particles cm-3,17157,V particles cm-3,,
6/19/2019,11:00:00,No data,V particles cm-3,13445,V particles cm-3,15186,V particles cm-3,,
6/19/2019,12:00:00,No data,V particles cm-3,14288,V particles cm-3,19616,V particles cm-3,,
6/19/2019,13:00:00,No data,V particles cm-3,13046,V particles cm-3,18615,V particles cm-3,,
